Time,ShipKinetic,GranularKinetic,Dissipated
15,8102665,10,49876,0,560,24854
15,820267,10,947626,0,560,24854
15,830267,11,394252,0,560,24854
15,840267,11,837731,0,560,24854
15,850267,12,277163,0,560,24854
15,860268,12,711657,0,560,24854
15,870268,13,140331,0,560,24854
15,880268,13,562321,0,560,24854
15,890268,13,976779,0,560,24854
15,900269,14,382868,0,560,24854
15,910269,14,779773,0,560,24854
15,920269,15,166699,0,560,24854
15,930269,15,542874,0,560,24854
15,940269,15,907546,0,560,24854
15,95027,16,259989,0,560,24854
15,96027,16,5995,0,560,24854
15,97027,16,925411,0,560,24854
15,98027,17,237076,0,560,24854
15,990271,17,533878,0,560,24854
16,00027,17,815237,0,560,24854
16,010271,18,080595,0,560,24854
16,020271,18,329437,0,560,24854
16,030272,18,561281,0,560,24854
16,040272,18,775675,0,560,24854
16,050272,18,972206,0,560,24854
16,060272,19,150496,0,560,24854
16,070272,19,310205,0,560,24854
16,080273,19,45103,0,560,24854
16,090273,19,57271,0,560,24854
16,100273,19,675016,0,560,24854
16,110273,19,757769,0,560,24854
16,120274,19,820816,0,560,24854
16,130274,19,86405,0,560,24854
16,140274,19,887411,0,560,24854
16,150274,19,89087,0,560,24854
16,160275,19,874432,0,560,26495
16,170275,19,838161,0,560,3012
16,180275,19,782143,0,560,35724
16,190275,19,70651,0,560,43286
16,200275,19,611433,0,560,52795
16,210276,19,497122,0,560,6423
16,220276,19,363827,0,560,7756
16,230276,19,211824,0,560,92755
16,240276,19,041445,0,561,0979
16,250277,18,853039,0,561,2863
16,260277,18,647003,0,561,4924
16,270277,18,423765,0,561,71564
16,280277,18,183783,0,561,9556
16,290277,17,927553,0,562,21185
16,300278,17,655602,0,562,4838
16,310278,17,368477,0,562,77094
16,320278,17,066769,0,563,07263
16,330278,16,751091,0,563,3883
16,340279,16,422081,0,563,7173
16,350279,16,080406,0,564,05896
16,36028,15,726748,0,564,4126
16,37028,15,361828,0,564,7775
16,38028,14,98637,0,565,15295
16,39028,14,6011305,0,565,5382
16,40028,14,20688,0,565,93243
16,41028,13,804403,0,566,3349
16,42028,13,394501,0,566,7448
16,43028,12,977987,0,567,1613
16,44028,12,555694,0,567,5836
16,450281,12,128451,0,568,01086
16,460281,11,697107,0,568,4422
16,470282,11,262512,0,568,8768
16,480282,10,8255205,0,569,3138
16,490282,10,386993,0,569,7523
16,500282,9,94779,0,570,1915
16,510283,9,508772,0,570,63055
16,520283,9,070795,0,571,06854
16,530283,8,634713,0,571,50464
16,540283,8,201376,0,571,938
16,550283,7,7716255,0,572,36774
16,560284,7,3462944,0,572,7931
16,570284,6,9262047,0,573,2132
16,580284,6,5121655,0,573,62726
16,590284,6,1049743,0,574,0344
16,600285,5,705412,0,574,43396
16,610285,5,3142424,0,574,82513
16,620285,4,9322124,0,575,20715
16,630285,4,5600476,0,575,57935
16,640285,4,1984534,0,575,9409
16,650286,3,8481128,0,576,29126
16,660286,3,5096846,0,576,6297
16,670286,3,1838024,0,576,95557
16,680286,2,8710735,0,577,2683
16,690287,2,5720785,0,577,5673
16,700287,2,287367,0,577,85205
16,710287,2,0174623,0,578,12195
16,720287,1,7628549,0,578,3765
16,730288,1,5240042,0,578,61536
16,740288,1,3013375,0,578,838
16,750288,1,095249,0,579,0441
16,760288,0,90609825,0,579,2333
16,770288,0,7342111,0,579,40515
16,780289,0,5798777,0,579,5595
16,790289,0,44335276,0,579,69604
16,80029,0,32485506,0,579,8145
16,81029,0,22456667,0,579,9148
16,82029,0,14263304,0,579,9967
16,83029,0,0791626,0,580,0602
16,84029,0,03422674,0,580,1051
16,85029,0,00785967,0,580,1315
16,86029,5,8417452E-05,0,580,1393
16,87029,0,010782937,0,580,1393
16,880291,0,039956246,0,580,1393
16,890291,0,08746467,0,580,1393
16,900291,0,15315811,0,580,1393
16,910292,0,2368505,0,580,1393
16,920292,0,3383201,0,580,1393
16,930292,0,4573101,0,580,1393
16,940292,0,5935294,0,580,1393
16,950293,0,7466527,0,580,1393
16,960293,0,9163221,0,580,1393
16,970293,1,1021466,0,580,1393
16,980293,1,3037046,0,580,1393
16,990294,1,5205432,0,580,1393
17,000294,1,7521802,0,580,1393
17,010294,1,998105,0,580,1393
17,020294,2,2577791,0,580,1393
17,030294,2,5306375,0,580,1393
17,040295,2,8160906,0,580,1393
17,050295,3,113524,0,580,1393
17,060295,3,4223015,0,580,1393
17,070295,3,7417653,0,580,1393
17,080296,4,071237,0,580,1393
17,090296,4,41002,0,580,1393
17,100296,4,757401,0,580,1393
17,110296,5,1126485,0,580,1393
17,120296,5,4750204,0,580,1393
17,130297,5,84376,0,580,1393
17,140297,6,2180996,0,580,1393
17,150297,6,597261,0,580,1393
17,160297,6,9804587,0,580,1393
17,170298,7,3669024,0,580,1393
17,180298,7,7557936,0,580,1393
17,190298,8,146332,0,580,1393
17,200298,8,537717,0,580,1393
17,210299,8,929146,0,580,1393
17,220299,9,319819,0,580,1393
17,230299,9,708939,0,580,1393
17,2403,10,095712,0,580,1393
17,2503,10,479353,0,580,1393
17,2603,10,859083,0,580,1393
17,2703,11,234135,0,580,1393
17,2803,11,603748,0,580,1393
17,2903,11,967178,0,580,1393
17,3003,12,323693,0,580,1393
17,3103,12,672577,0,580,1393
17,320301,13,013126,0,580,1393
17,330301,13,3446665,0,580,1393
17,340302,13,666531,0,580,1393
17,350302,13,978077,0,580,1393
17,360302,14,2786875,0,580,1393
17,370302,14,567764,0,580,1393
17,380302,14,844736,0,580,1393
17,390303,15,109054,0,580,1393
17,400303,15,360197,0,580,1393
17,410303,15,597677,0,580,1393
17,420303,15,821025,0,580,1393
17,430304,16,029804,0,580,1393
17,440304,16,22361,0,580,1393
17,450304,16,40207,0,580,1393
17,460304,16,564838,0,580,1393
17,470304,16,711605,0,580,1393
17,480305,16,84209,0,580,1393
17,490305,16,956047,0,580,1393
17,500305,17,053267,0,580,1393
17,510305,17,133568,0,580,1393
17,520306,17,196808,0,580,1393
17,530306,17,242876,0,580,1393
17,540306,17,271698,0,580,1393
17,550306,17,283234,0,580,1393
17,560307,17,277477,0,580,145
17,570307,17,25446,0,580,168
17,580307,17,21424,0,580,20825
17,590307,17,156916,0,580,26556
17,600307,17,082619,0,580,33984
17,610308,16,99152,0,580,43097
17,620308,16,883812,0,580,5387
17,630308,16,759727,0,580,6628
17,640308,16,61953,0,580,803
17,650309,16,463516,0,580,959
17,660309,16,292011,0,581,1305
17,67031,16,105373,0,581,31714
17,68031,15,903984,0,581,51855
17,69031,15,688263,0,581,73425
17,70031,15,458651,0,581,96387
17,71031,15,215618,0,582,2069
17,72031,14,9596615,0,582,4629
17,73031,14,6912985,0,582,73126
17,74031,14,411076,0,583,0115
17,75031,14,119561,0,583,303
17,760311,13,81734,0,583,6052
17,770311,13,505021,0,583,91754
17,780312,13,183232,0,584,2393
17,790312,12,85262,0,584,56995
17,800312,12,513846,0,584,9087
17,810312,12,167583,0,585,25494
17,820312,11,814528,0,585,608
17,830313,11,4553795,0,585,9671
17,840313,11,090849,0,586,3316
17,850313,10,721661,0,586,7008
17,860313,10,348546,0,587,0739
17,870314,9,97224,0,587,4502
17,880314,9,593488,0,587,8289
17,890314,9,213029,0,588,20935
17,900314,8,831617,0,588,59076
17,910315,8,449996,0,588,97235
17,920315,8,068911,0,589,35345
17,930315,7,689109,0,589,7333
17,940315,7,311328,0,590,1111
17,950315,6,936304,0,590,4861
17,960316,6,5647626,0,590,8576
17,970316,6,1974244,0,591,2249
17,980316,5,834998,0,591,58734
17,990316,5,4781814,0,591,94415
18,000317,5,1276608,0,592,2947
18,010317,4,7841067,0,592,63824
18,020317,4,4481745,0,592,9742
18,030317,4,1205063,0,593,3019
18,040318,3,801722,0,593,62067
18,050318,3,4924252,0,593,93
18,060318,3,1931994,0,594,22925
18,070318,2,9046054,0,594,5178
18,080318,2,6271825,0,594,7952
18,090319,2,3614464,0,595,061
18,100319,2,1078885,0,595,3145
18,11032,1,8669748,0,595,5554
18,12032,1,6391454,0,595,78326
18,13032,1,424813,0,595,9976
18,14032,1,224363,0,596,19806
18,15032,1,0381516,0,596,3843
18,16032,0,8665064,0,596,5559
18,17032,0,7097253,0,596,7127
18,18032,0,5680754,0,596,8544
18,190321,0,44179356,0,596,98065
18,200321,0,33108515,0,597,0914
18,210321,0,2361241,0,597,18634
18,220322,0,15705253,0,597,26544
18,230322,0,09398059,0,597,3285
18,240322,0,046986192,0,597,3755
18,250322,0,016115,0,597,4064
18,260323,0,0013803529,0,597,4211
18,270323,0,0027633377,0,597,4211
18,280323,0,020212881,0,597,4211
18,290323,0,053645916,0,597,4211
18,300323,0,1029476,0,597,4211
18,310324,0,16797166,0,597,4211
18,320324,0,24854061,0,597,4211
18,330324,0,3444464,0,597,4211
18,340324,0,45545065,0,597,4211
18,350325,0,5812853,0,597,4211
18,360325,0,7216533,0,597,4211
18,370325,0,8762291,0,597,4211
18,380325,1,0446594,0,597,4211
18,390326,1,2265637,0,597,4211
18,400326,1,421536,0,597,4211
18,410326,1,6291443,0,597,4211
18,420326,1,8489325,0,597,4211
18,430326,2,0804212,0,597,4211
18,440327,2,3231084,0,597,4211
18,450327,2,576471,0,597,4211
18,460327,2,8399656,0,597,4211
18,470327,3,113029,0,597,4211
18,480328,3,3950808,0,597,4211
18,490328,3,6855233,0,597,4211
18,500328,3,9837441,0,597,4211
18,510328,4,289115,0,597,4211
18,520329,4,600996,0,597,4211
18,530329,4,918735,0,597,4211
18,540329,5,24167,0,597,4211
18,55033,5,5691285,0,597,4211
18,56033,5,900433,0,597,4211
18,57033,6,2348957,0,597,4211
18,58033,6,5718284,0,597,4211
18,59033,6,9105353,0,597,4211
18,60033,7,250321,0,597,4211
18,61033,7,5904884,0,597,4211
18,62033,7,9303417,0,597,4211
18,630331,8,269187,0,597,4211
18,640331,8,606333,0,597,4211
18,650331,8,941094,0,597,4211
18,660332,9,27279,0,597,4211
18,670332,9,60075,0,597,4211
18,680332,9,924308,0,597,4211
18,690332,10,242811,0,597,4211
18,700333,10,555618,0,597,4211
18,710333,10,862101,0,597,4211
18,720333,11,161642,0,597,4211
18,730333,11,453643,0,597,4211
18,740334,11,737517,0,597,4211
18,750334,12,012701,0,597,4211
18,760334,12,2786455,0,597,4211
18,770334,12,534821,0,597,4211
18,780334,12,780721,0,597,4211
18,790335,13,015861,0,597,4211
18,800335,13,239774,0,597,4211
18,810335,13,452022,0,597,4211
18,820335,13,652185,0,597,4211
18,830336,13,839878,0,597,4211
18,840336,14,014733,0,597,4211
18,850336,14,176411,0,597,4211
18,860336,14,324596,0,597,4211
18,870337,14,45901,0,597,4211
18,880337,14,579391,0,597,4211
18,890337,14,6855135,0,597,4211
18,900337,14,777181,0,597,4211
18,910337,14,854221,0,597,4211
18,920338,14,916495,0,597,4211
18,930338,14,963893,0,597,4211
18,940338,14,996334,0,597,4211
18,950338,15,013772,0,597,4211
18,960339,15,016181,0,597,4211
18,970339,15,003575,0,597,4337
18,98034,14,975993,0,597,4613
18,99034,14,933505,0,597,5038
19,00034,14,876212,0,597,5611
19,01034,14,804241,0,597,63306
19,02034,14,717754,0,597,71954
19,03034,14,616936,0,597,8204
19,04034,14,502,0,597,9353
19,05034,14,373193,0,598,0641
19,06034,14,230782,0,598,2065
19,070341,14,075064,0,598,3622
19,080341,13,906364,0,598,5309
19,090342,13,725029,0,598,7122
19,100342,13,531431,0,598,9058
19,110342,13,325969,0,599,11127
19,120342,13,109062,0,599,3282
19,130342,12,881151,0,599,5561
19,140343,12,6427,0,599,79456
19,150343,12,394189,0,600,0431
19,160343,12,136124,0,600,30115
19,170343,11,869021,0,600,56824
19,180344,11,593422,0,600,8438
19,190344,11,3098755,0,601,1274
19,200344,11,018951,0,601,41833
19,210344,10,721233,0,601,71606
19,220345,10,417312,0,602,01996
19,230345,10,107794,0,602,32947
19,240345,9,793294,0,602,644
19,250345,9,474436,0,602,9628
19,260345,9,151853,0,603,2854
19,270346,8,826181,0,603,6111
19,280346,8,498064,0,603,9392
19,290346,8,168145,0,604,2691
19,300346,7,837076,0,604,60016
19,310347,7,5055056,0,604,9317
19,320347,7,1740828,0,605,2631
19,330347,6,843455,0,605,59375
19,340347,6,514266,0,605,9229
19,350348,6,187159,0,606,25
19,360348,5,8627667,0,606,5744
19,370348,5,541719,0,606,89545
19,380348,5,224636,0,607,2125
19,390348,4,9121304,0,607,525
19,400349,4,604801,0,607,83234
19,410349,4,303239,0,608,1339
19,42035,4,0080204,0,608,42914
19,43035,3,7197092,0,608,71747
19,44035,3,438853,0,608,99835
19,45035,3,165984,0,609,27124
19,46035,2,901617,0,609,5356
19,47035,2,6462495,0,609,79095
19,48035,2,4003592,0,610,03687
19,49035,2,164405,0,610,2728
19,50035,1,938824,0,610,4984
19,510351,1,7240323,0,610,7132
19,520351,1,5204234,0,610,9168
19,530352,1,3283676,0,611,1089
19,540352,1,1482116,0,611,28906
19,550352,0,98027736,0,611,457
19,560352,0,8248622,0,611,61237
19,570353,0,6822375,0,611,755
19,580353,0,5526486,0,611,8846
19,590353,0,43631434,0,612,0009
19,600353,0,33342668,0,612,1038
19,610353,0,2441503,0,612,1931
19,620354,0,16862231,0,612,2686
19,630354,0,106952175,0,612,33026
19,640354,0,059221406,0,612,378
19,650354,0,025483502,0,612,41174
19,660355,0,005763921,0,612,43146
19,670355,6,00441E-05,0,612,43713
19,680355,0,008341271,0,612,43713
19,690355,0,03054912,0,612,43713
19,700356,0,0665974,0,612,43713
19,710356,0,11637245,0,612,43713
19,720356,0,17973341,0,612,43713
19,730356,0,25651255,0,612,43713
19,740356,0,34651572,0,612,43713
19,750357,0,44952267,0,612,43713
19,760357,0,5652877,0,612,43713
19,770357,0,69354,0,612,43713
19,780357,0,83398443,0,612,43713
19,790358,0,98630214,0,612,43713
19,800358,1,150151,0,612,43713
19,810358,1,3251667,0,612,43713
19,820358,1,5109633,0,612,43713
19,830359,1,7071341,0,612,43713
19,840359,1,9132525,0,612,43713
19,850359,2,1288733,0,612,43713
19,86036,2,353532,0,612,43713
19,87036,2,5867486,0,612,43713
19,88036,2,8280253,0,612,43713
19,89036,3,076851,0,612,43713
19,90036,3,3326986,0,612,43713
19,91036,3,5950294,0,612,43713
19,92036,3,8632925,0,612,43713
19,93036,4,136926,0,612,43713
19,940361,4,415359,0,612,43713
19,950361,4,698012,0,612,43713
19,960361,4,9842973,0,612,43713
19,970362,5,2736216,0,612,43713
19,980362,5,565388,0,612,43713
19,990362,5,858995,0,612,43713
20,000362,6,153837,0,612,43713
20,010363,6,44931,0,612,43713
20,020363,6,744808,0,612,43713
20,030363,7,0397277,0,612,43713
20,040363,7,333467,0,612,43713
20,050364,7,6254263,0,612,43713
20,060364,7,9150133,0,612,43713
20,070364,8,201641,0,612,43713
20,080364,8,48473,0,612,43713
20,090364,8,763703,0,612,43713
20,100365,9,038003,0,612,43713
20,110365,9,307074,0,612,43713
20,120365,9,570377,0,612,43713
20,130365,9,827384,0,612,43713
20,140366,10,077579,0,612,43713
20,150366,10,320462,0,612,43713
20,160366,10,555553,0,612,43713
20,170366,10,782381,0,612,43713
20,180367,11,000494,0,612,43713
20,190367,11,209465,0,612,43713
20,200367,11,408877,0,612,43713
20,210367,11,59834,0,612,43713
20,220367,11,77748,0,612,43713
20,230368,11,945949,0,612,43713
20,240368,12,103416,0,612,43713
20,250368,12,249576,0,612,43713
20,260368,12,384146,0,612,43713
20,270369,12,506866,0,612,43713
20,280369,12,617503,0,612,43713
20,290369,12,715847,0,612,43713
20,30037,12,801711,0,612,43713
20,31037,12,874936,0,612,43713
20,32037,12,935389,0,612,43713
20,33037,12,982961,0,612,43713
20,34037,13,017567,0,612,43713
20,35037,13,039153,0,612,43713
20,36037,13,04769,0,612,43713
20,37037,13,043172,0,612,44165
20,380371,13,025621,0,612,4592
20,390371,12,995086,0,612,48975
20,400372,12,951641,0,612,5332
20,410372,12,895387,0,612,5895
20,420372,12,826445,0,612,65845
20,430372,12,7449665,0,612,7399
20,440372,12,65113,0,612,83374
20,450373,12,545132,0,612,93976
20,460373,12,427196,0,613,0577
20,470373,12,297566,0,613,1873
20,480373,12,156517,0,613,32837
20,490374,12,004339,0,613,4805
20,500374,11,841343,0,613,64355
20,510374,11,667866,0,613,817
20,520374,11,484261,0,614,0006
20,530375,11,290904,0,614,194
20,540375,11,088188,0,614,39667
20,550375,10,876524,0,614,60834
20,560375,10,65634,0,614,8285
20,570375,10,428079,0,615,05676
20,580376,10,1922035,0,615,29266
20,590376,9,949183,0,615,5357
20,600376,9,69951,0,615,7854
20,610376,9,44368,0,616,04126
20,620377,9,182207,0,616,30273
20,630377,8,915609,0,616,56934
20,640377,8,644418,0,616,8405
20,650377,8,369172,0,617,1158
20,660378,8,090418,0,617,39453
20,670378,7,8087053,0,617,6763
20,680378,7,5245924,0,617,9604
20,690378,7,2386384,0,618,24634
20,700378,6,951406,0,618,53357
20,710379,6,663459,0,618,82153
20,720379,6,3753614,0,619,1096
20,73038,6,087678,0,619,3973
20,74038,5,8009696,0,619,68396
20,75038,5,5157943,0,619,9691
20,76038,5,232708,0,620,2522
20,77038,4,952258,0,620,53265
20,78038,4,674988,0,620,80994
20,79038,4,4014335,0,621,0835
20,80038,4,1321216,0,621,3528
20,81038,3,8675675,0,621,6173
20,820381,3,6082802,0,621,8766
20,830381,3,3547544,0,622,1301
20,840382,3,1074724,0,622,3774
20,850382,2,8669038,0,622,6179
20,860382,2,6335037,0,622,8513
20,870382,2,407712,0,623,0771
20,880383,2,189952,0,623,29486
20,890383,1,9806305,0,623,5042
20,900383,1,780137,0,623,7047
20,910383,1,5888422,0,623,896
20,920383,1,4070973,0,624,07776
20,930384,1,2352344,0,624,24963
20,940384,1,0735649,0,624,4113
20,950384,0,92237914,0,624,5625
20,960384,0,78194624,0,624,70294
20,970385,0,6525129,0,624,8324
20,980385,0,5343038,0,624,9506
20,990385,0,42752025,0,625,05743
21,000385,0,3323407,0,625,1526
21,010386,0,24891987,0,625,236
21,020386,0,17738888,0,625,30756
21,030386,0,11785462,0,625,36707
21,040386,0,070399925,0,625,4145
21,050386,0,03508331,0,625,4498
21,060387,0,011938907,0,625,47296
21,070387,0,00097647717,0,625,48395
21,080387,0,002181418,0,625,48395
21,090387,0,015514854,0,625,48395
21,100388,0,040913757,0,625,48395
21,110388,0,07829111,0,625,48395
21,120388,0,12753615,0,625,48395
21,130388,0,18851463,0,625,48395
21,140388,0,26106915,0,625,48395
21,150389,0,3450195,0,625,48395
21,160389,0,4401629,0,625,48395
21,17039,0,5462749,0,625,48395
21,18039,0,66310936,0,625,48395
21,19039,0,7903993,0,625,48395
21,20039,0,92785764,0,625,48395
21,21039,1,0751768,0,625,48395
21,22039,1,2320311,0,625,48395
21,23039,1,3980757,0,625,48395
21,24039,1,5729486,0,625,48395
21,250391,1,7562705,0,625,48395
21,260391,1,9476461,0,625,48395
21,270391,2,1466649,0,625,48395
21,280392,2,3529024,0,625,48395
21,290392,2,565919,0,625,48395
21,300392,2,7852645,0,625,48395
21,310392,3,0104754,0,625,48395
21,320393,3,2410781,0,625,48395
21,330393,3,4765892,0,625,48395
21,340393,3,716516,0,625,48395
21,350393,3,9603589,0,625,48395
21,360394,4,2076106,0,625,48395
21,370394,4,4577575,0,625,48395
21,380394,4,710283,0,625,48395
21,390394,4,9646654,0,625,48395
21,400394,5,2203803,0,625,48395
21,410395,5,4769034,0,625,48395
21,420395,5,733708,0,625,48395
21,430395,5,9902673,0,625,48395
21,440395,6,2460594,0,625,48395
21,450396,6,5005617,0,625,48395
21,460396,6,7532563,0,625,48395
21,470396,7,00363,0,625,48395
21,480396,7,2511754,0,625,48395
21,490396,7,4953923,0,625,48395
21,500397,7,735787,0,625,48395
21,510397,7,971875,0,625,48395
21,520397,8,203181,0,625,48395
21,530397,8,429242,0,625,48395
21,540398,8,649605,0,625,48395
21,550398,8,863829,0,625,48395
21,560398,9,071484,0,625,48395
21,570398,9,272159,0,625,48395
21,580399,9,465455,0,625,48395
21,590399,9,65099,0,625,48395
21,600399,9,828392,0,625,48395
21,6104,9,997318,0,625,48395
21,6204,10,1574335,0,625,48395
21,6304,10,308421,0,625,48395
21,6404,10,449992,0,625,48395
21,6504,10,581865,0,625,48395
21,6604,10,703786,0,625,48395
21,6704,10,81552,0,625,48395
21,6804,10,916855,0,625,48395
21,690401,11,007593,0,625,48395
21,700401,11,087567,0,625,48395
21,710402,11,156625,0,625,48395
21,720402,11,214639,0,625,48395
21,730402,11,261504,0,625,48395
21,740402,11,297139,0,625,48395
21,750402,11,321481,0,625,48395
21,760403,11,334495,0,625,48395
21,770403,11,3361635,0,625,48395
21,780403,11,326498,0,625,4936
21,790403,11,305527,0,625,5146
21,800404,11,273303,0,625,5468
21,810404,11,229904,0,625,5902
21,820404,11,175428,0,625,6447
21,830404,11,10999,0,625,71014
21,840405,11,033735,0,625,7864
21,850405,10,946827,0,625,8733
21,860405,10,849447,0,625,97064
21,870405,10,741801,0,626,0783
21,880405,10,624114,0,626,196
21,890406,10,496629,0,626,3235
21,900406,10,359609,0,626,4605
21,910406,10,213336,0,626,6068
21,920406,10,05811,0,626,762
21,930407,9,894249,0,626,9259
21,940407,9,722083,0,627,0981
21,950407,9,541965,0,627,2782
21,960407,9,354259,0,627,4659
21,970407,9,159344,0,627,66077
21,980408,8,957611,0,627,8625
21,990408,8,74947,0,628,0706
22,000408,8,535335,0,628,2847
22,010408,8,315635,0,628,50446
22,020409,8,090812,0,628,72925
22,030409,7,8613124,0,628,95874
22,04041,7,627593,0,629,19244
22,05041,7,3901205,0,629,42993
22,06041,7,149364,0,629,6707
22,07041,6,9058003,0,629,9143
22,08041,6,659912,0,630,1602
22,09041,6,4121842,0,630,40796
22,10041,6,1631036,0,630,65704
22,11041,5,913161,0,630,907
22,12041,5,662845,0,631,1573
22,130411,5,4126472,0,631,4075
22,140411,5,163057,0,631,65704
22,150412,4,9145594,0,631,9055
22,160412,4,667639,0,632,15247
22,170412,4,422775,0,632,39734
22,180412,4,180441,0,632,63965
22,190413,3,9411075,0,632,87897
22,200413,3,7052348,0,633,11487
22,210413,3,4732761,0,633,3468
22,220413,3,2456777,0,633,5744
22,230413,3,022874,0,633,7972
22,240414,2,8052897,0,634,0148
22,250414,2,593339,0,634,22675
22,260414,2,3874228,0,634,4327
22,270414,2,187931,0,634,63214
22,280415,1,9952376,0,634,8248
22,290415,1,809704,0,635,0104
22,300415,1,6316757,0,635,1884
22,310415,1,4614829,0,635,3586
22,320415,1,2994393,0,635,5206
22,330416,1,1458417,0,635,67426
22,340416,1,0009695,0,635,81915
22,350416,0,86508447,0,635,955
22,360416,0,73842907,0,636,08167
22,370417,0,62122744,0,636,19885
22,380417,0,51368433,0,636,3064
22,390417,0,4159847,0,636,4041
22,400417,0,32829353,0,636,4918
22,410418,0,25075546,0,636,56934
22,420418,0,18349448,0,636,6366
22,430418,0,12661387,0,636,6935
22,440418,0,08019597,0,636,7399
22,450418,0,044302024,0,636,7758
22,460419,0,018972162,0,636,80115
22,470419,0,004225305,0,636,8159
22,48042,5,920599E-05,0,636,82007
22,49042,0,0064504803,0,636,82007
22,50042,0,023354698,0,636,82007
22,51042,0,05070652,0,636,82007
22,52042,0,08841986,0,636,82007
22,53042,0,13638814,0,636,82007
22,54042,0,19448444,0,636,82007
22,55042,0,2625619,0,636,82007
22,560421,0,34045404,0,636,82007
22,570421,0,427975,0,636,82007
22,580421,0,5249202,0,636,82007
22,590422,0,63106656,0,636,82007
22,600422,0,74617314,0,636,82007
22,610422,0,8699815,0,636,82007
22,620422,1,0022165,0,636,82007
22,630423,1,1425862,0,636,82007
22,640423,1,2907836,0,636,82007
22,650423,1,4464864,0,636,82007
22,660423,1,6093581,0,636,82007
22,670424,1,7790483,0,636,82007
22,680424,1,955194,0,636,82007
22,690424,2,1374197,0,636,82007
22,700424,2,3253388,0,636,82007
22,710424,2,5185544,0,636,82007
22,720425,2,7166586,0,636,82007
22,730425,2,9192357,0,636,82007
22,740425,3,1258616,0,636,82007
22,750425,3,3361053,0,636,82007
22,760426,3,5495281,0,636,82007
22,770426,3,765688,0,636,82007
22,780426,3,9841363,0,636,82007
22,790426,4,204422,0,636,82007
22,800426,4,4260902,0,636,82007
22,810427,4,648686,0,636,82007
22,820427,4,8717523,0,636,82007
22,830427,5,094831,0,636,82007
22,840427,5,3174663,0,636,82007
22,850428,5,5392046,0,636,82007
22,860428,5,7595944,0,636,82007
22,870428,5,978187,0,636,82007
22,880428,6,194539,0,636,82007
22,890429,6,408212,0,636,82007
22,900429,6,6187754,0,636,82007
22,910429,6,8258038,0,636,82007
22,92043,7,0288796,0,636,82007
22,93043,7,2275968,0,636,82007
22,94043,7,4215546,0,636,82007
22,95043,7,610365,0,636,82007
22,96043,7,7936516,0,636,82007
22,97043,7,9710474,0,636,82007
22,98043,8,142201,0,636,82007
22,99043,8,306774,0,636,82007
23,000431,8,464439,0,636,82007
23,010431,8,614883,0,636,82007
23,020432,8,757815,0,636,82007
23,030432,8,892949,0,636,82007
23,040432,9,020023,0,636,82007
23,050432,9,138787,0,636,82007
23,060432,9,249015,0,636,82007
23,070433,9,350489,0,636,82007
23,080433,9,443015,0,636,82007
23,090433,9,526417,0,636,82007
23,100433,9,600535,0,636,82007
23,110434,9,665231,0,636,82007
23,120434,9,720383,0,636,82007
23,130434,9,765892,0,636,82007
23,140434,9,801675,0,636,82007
23,150434,9,827671,0,636,82007
23,160435,9,843838,0,636,82007
23,170435,9,85015,0,636,82007
23,180435,9,84661,0,636,8236
23,190435,9,833232,0,636,837
23,200436,9,810049,0,636,86017
23,210436,9,777122,0,636,89307
23,220436,9,734525,0,636,93567
23,230436,9,682354,0,636,98785
23,240437,9,620719,0,637,0495
23,250437,9,549756,0,637,1205
23,260437,9,469614,0,637,2006
23,270437,9,380462,0,637,2898
23,280437,9,282487,0,637,38776
23,290438,9,175891,0,637,4943
23,300438,9,060896,0,637,6093
23,310438,8,937738,0,637,7325
23,320438,8,806673,0,637,8635
23,330439,8,667964,0,638,00226
23,340439,8,521898,0,638,1483
23,35044,8,36877,0,638,30145
23,36044,8,20889,0,638,4613
23,37044,8,0425825,0,638,6276
23,38044,7,8701825,0,638,80005
23,39044,7,6920376,0,638,9782
23,40044,7,508506,0,639,16174
23,41044,7,3199544,0,639,3503
23,42044,7,1267614,0,639,54346
23,43044,6,9293118,0,639,7409
23,440441,6,7279997,0,639,9422
23,450441,6,5232253,0,640,147
23,460442,6,315396,0,640,3548
23,470442,6,104923,0,640,56525
23,480442,5,8922224,0,640,77795
23,490442,5,677715,0,640,99243
23,500443,5,4618235,0,641,2083
23,510443,5,2449727,0,641,4252
23,520443,5,0275884,0,641,6426
23,530443,4,8100953,0,641,86005
23,540443,4,592921,0,642,0772
23,550444,4,3764873,0,642,29364
23,560444,4,1612177,0,642,5089
23,570444,3,9475298,0,642,7226
23,580444,3,735838,0,642,93427
23,590445,3,5265524,0,643,14355
23,600445,3,3200767,0,643,35004
23,610445,3,1168087,0,643,5533
23,620445,2,9171383,0,643,7529
23,630445,2,7214484,0,643,9486
23,640446,2,5301132,0,644,13995
23,650446,2,3434966,0,644,3266
23,660446,2,1619527,0,644,5081
23,670446,1,9858254,0,644,68427
23,680447,1,8154458,0,644,8546
23,690447,1,6511338,0,645,0189
23,700447,1,4931965,0,645,1769
23,710447,1,3419275,0,645,3281
23,720448,1,1976062,0,645,4725
23,730448,1,0604981,0,645,60956
23,740448,0,93085337,0,645,7392
23,750448,0,8089071,0,645,86115
23,760448,0,6948781,0,645,97516
23,770449,0,5889693,0,646,08105
23,780449,0,49136695,0,646,17865
23,79045,0,4022401,0,646,26776
23,80045,0,32174078,0,646,34827
23,81045,0,2500033,0,646,42
23,82045,0,18714435,0,646,48285
